competencia_id,ciclo_siglas,orden_global,etapa,bloque,modulo_codigo,modulo_nombre,titulo,descripcion,nivel_objetivo,obligatoria_roadmap_base,basico_antes_de_empezar,horas_estimadas,prerrequisitos_ids,criterios_superacion,evidencia_minima,umbral_superacion,aplicable_a,fuente_titulo_url,fuente_curriculo_url,tipo_criterio,ultima_revision
DAM-SP-001,DAM,31,2_aplicacion,Servicios y procesos,0490,Programación de servicios y procesos,Programar procesos concurrentes de forma segura,"Usa hilos, tareas, sincronización y cancelación evitando bloqueos y condiciones de carrera.",3,sí,no,24,DAM-PRO-004|DAM-SI-001,"Distingue proceso, hilo y tarea || Sincroniza recursos compartidos justificadamente || Gestiona cancelación, errores y cierre",Programa concurrente con pruebas de carga básica,Sin bloqueos reproducibles ni pérdida de resultados,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2291,https://www.juntadeandalucia.es/boja/2011/142/20,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAM-SP-002,DAM,32,2_aplicacion,Servicios y procesos,0490,Programación de servicios y procesos,Crear servicios de red y comunicación entre aplicaciones,Implementa comunicación cliente-servidor o mensajería con protocolos y errores definidos.,3,sí,no,24,DAM-SP-001|DAM-BAS-004|DAM-SI-002,Define protocolo o contrato de mensajes || Controla desconexiones y entradas inválidas || Protege datos sensibles en tránsito cuando procede,Cliente y servidor documentados con pruebas,Comunicación estable en casos normales y errores probados,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2291,https://www.juntadeandalucia.es/boja/2011/142/20,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAM-ERP-001,DAM,33,2_aplicacion,Gestión empresarial,0491,Sistemas de gestión empresarial,Comprender e implantar procesos ERP y CRM,"Modela procesos de negocio y configura módulos, usuarios, permisos y datos maestros.",2,sí,no,24,DAM-BD-001|DAM-DIG-001,"Representa un proceso empresarial y sus datos || Configura usuarios, roles y flujo básico en un ERP o CRM || Documenta adaptación sin modificar innecesariamente el núcleo",Caso de implantación con proceso y configuración,Flujo completo registrado con roles correctos,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2291,https://www.juntadeandalucia.es/boja/2011/142/20,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAM-ERP-002,DAM,34,2_aplicacion,Gestión empresarial,0491,Sistemas de gestión empresarial,Extender e integrar un sistema empresarial,"Personaliza informes, automatizaciones o módulos y conecta datos con sistemas externos.",3,sí,no,26,DAM-ERP-001|DAM-AD-002|DAM-ED-001,"Implementa una extensión aislada y documentada || Integra datos con validación y trazabilidad || Mantiene permisos, actualización y reversión",Módulo o integración de prueba en repositorio,"Instalación, uso y desinstalación documentados",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2291,https://www.juntadeandalucia.es/boja/2011/142/20,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
DAM-ARC-001,DAM,35,4_proyecto,Arquitectura de aplicación,PROY,Proyecto intermodular,Diseñar una arquitectura multiplataforma mantenible,"Selecciona capas, módulos, interfaces, almacenamiento y estrategia de pruebas según requisitos.",3,sí,no,24,DAM-AD-002|DAM-UI-002|DAM-SP-002,Las dependencias entre capas están justificadas || Los componentes críticos tienen pruebas || La arquitectura admite cambio de interfaz o persistencia con impacto limitado,"Diagrama de arquitectura, ADR y prueba de concepto",Decisiones trazables y dependencias controladas,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2291,https://www.juntadeandalucia.es/boja/2011/142/20,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-BAS-001,TSAF,1,0_antes_de_empezar,Competencia digital básica,PRE,Preparación previa,"Organizar archivos, formularios y hojas de cálculo","Gestiona documentos de usuarios, sesiones, registros y copias con orden y confidencialidad.",0,sí,sí,5,,Crea una estructura de carpetas por usuario y programa ficticio || Registra datos en una hoja sin duplicados || Explica cómo protege y elimina información sensible,Plantilla organizada con datos ficticios,3 de 3 criterios y sin datos reales,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-BAS-002,TSAF,2,0_antes_de_empezar,Ciencias básicas,PRE,Preparación previa,Reconocer anatomía y movimientos fundamentales,"Identifica planos, ejes, articulaciones, grupos musculares y patrones de movimiento básicos.",0,sí,sí,12,,"Identifica articulaciones y grupos musculares en 10 ejercicios || Relaciona plano y eje con movimientos comunes || Distingue patrón de sentadilla, bisagra, empuje, tracción y locomoción",Ficha visual de 10 ejercicios,80 % de identificaciones correctas,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-BAS-003,TSAF,3,0_antes_de_empezar,Ciencias básicas,PRE,Preparación previa,Comprender respuestas básicas al ejercicio,"Distingue frecuencia cardiaca, intensidad, fatiga, recuperación, adaptación y señales de alarma.",0,sí,sí,10,TSAF-BAS-002,Explica respuesta aguda y adaptación crónica || Calcula zonas orientativas sin presentarlas como diagnóstico || Reconoce señales para detener actividad y derivar,Resumen aplicado a tres perfiles ficticios,Sin recomendaciones clínicas fuera de competencia,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-BAS-004,TSAF,4,0_antes_de_empezar,Comunicación,PRE,Preparación previa,Comunicar instrucciones de forma clara y segura,"Da consignas breves, comprueba comprensión y adapta lenguaje a la persona.",0,sí,sí,6,,"Explica un ejercicio en menos de 60 segundos || Incluye objetivo, ejecución, respiración y error principal || Comprueba comprensión mediante demostración",Vídeo de instrucción de dos ejercicios,Consigna comprensible y sin indicaciones inseguras,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-BAS-005,TSAF,5,0_antes_de_empezar,Seguridad profesional,PRE,Preparación previa,"Distinguir alcance profesional, derivación y consentimiento","Reconoce límites del TSAF, evita diagnóstico y obtiene consentimiento para datos, imágenes y pruebas.",0,sí,sí,5,,"Diferencia entrenamiento, valoración funcional y diagnóstico clínico || Identifica cuándo detener y derivar || Usa un consentimiento sencillo para grabación o datos",Checklist de límites y consentimiento ficticio,Sin invadir competencias sanitarias,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-VAL-001,TSAF,6,1_fundamentos,Valoración física,1136,Valoración de la condición física e intervención en accidentes,Realizar entrevista inicial y cribado básico,"Recoge objetivos, experiencia, disponibilidad, antecedentes declarados y señales que requieren derivación.",1,sí,no,14,TSAF-BAS-003|TSAF-BAS-005,Formula preguntas relevantes sin convertirlas en historia clínica || Identifica riesgos y contraindicaciones declaradas || Documenta consentimiento y límites,Formulario inicial ficticio y decisión razonada,Todos los riesgos críticos tratados,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-VAL-002,TSAF,7,1_fundamentos,Valoración física,1136,Valoración de la condición física e intervención en accidentes,Aplicar pruebas básicas de condición física,"Selecciona y ejecuta pruebas de fuerza, resistencia, movilidad y composición dentro de protocolos.",1,sí,no,24,TSAF-VAL-001|TSAF-BAS-002,"Elige pruebas coherentes con objetivo y perfil || Estandariza calentamiento, material y registro || Interpreta resultados sin diagnosticar",Informe de batería de pruebas con datos ficticios o propios,Protocolo reproducible y conclusiones prudentes,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-VAL-003,TSAF,8,1_fundamentos,Valoración física,1136,Valoración de la condición física e intervención en accidentes,Registrar y analizar evolución,"Organiza datos, compara mediciones y comunica tendencias con incertidumbre.",2,sí,no,14,TSAF-VAL-002|TSAF-BAS-001,"Calcula cambios y tendencias correctamente || Diferencia medición, interpretación y recomendación || Presenta datos comprensibles para la persona usuaria",Dashboard o informe de evolución,Cálculos correctos y sin promesas no justificadas,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-AUX-001,TSAF,9,1_fundamentos,Primeros auxilios,1136,Valoración de la condición física e intervención en accidentes,Actuar ante una emergencia y activar ayuda,"Aplica conducta PAS, valoración inicial, llamada a emergencias y actuación básica hasta relevo.",1,sí,no,14,TSAF-BAS-005,Protege la escena y evita riesgos añadidos || Activa ayuda con información completa || Mantiene actuación dentro de formación y protocolo,Simulación guiada de tres escenarios,Secuencia correcta sin omitir activación de emergencias,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-AUX-002,TSAF,10,1_fundamentos,Primeros auxilios,1136,Valoración de la condición física e intervención en accidentes,Aplicar RCP básica y DEA,"Reconoce parada, inicia RCP y usa DEA conforme a formación práctica acreditada.",1,sí,no,10,TSAF-AUX-001,Reconoce ausencia de respuesta y respiración normal || Mantiene secuencia y calidad básica de compresiones en simulación || Usa DEA siguiendo instrucciones y seguridad,Certificado práctico o evaluación presencial registrada,Superación práctica por entidad formadora,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-FIT-001,TSAF,11,1_fundamentos,Fitness en sala,1148,Fitness en sala de entrenamiento polivalente,Seleccionar ejercicios y enseñar técnica,"Elige ejercicios por objetivo, nivel, material y limitaciones y aplica regresiones o progresiones.",1,sí,no,26,TSAF-BAS-002|TSAF-VAL-001,Demuestra técnica y errores frecuentes || Propone al menos una regresión y una progresión || Justifica selección según objetivo y seguridad,Biblioteca de 20 ejercicios con fichas,80 % de fichas completas y seguras,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-FIT-002,TSAF,12,1_fundamentos,Fitness en sala,1148,Fitness en sala de entrenamiento polivalente,"Programar fuerza, resistencia y movilidad","Define objetivos, frecuencia, volumen, intensidad, descansos y progresión a partir de valoración.",2,sí,no,34,TSAF-VAL-002|TSAF-FIT-001,"Formula objetivos medibles || Ajusta carga y volumen al nivel || Incluye progresión, recuperación y revisión",Programa de 8 semanas para caso ficticio,"Coherencia entre valoración, objetivo y cargas",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-FIT-003,TSAF,13,2_aplicacion,Fitness en sala,1148,Fitness en sala de entrenamiento polivalente,Dirigir y adaptar una sesión individual,"Gestiona calentamiento, bloque principal, vuelta a la calma, observación y ajustes en tiempo real.",2,sí,no,18,TSAF-FIT-002|TSAF-BAS-004,"Mantiene estructura y tiempo de sesión || Corrige sin saturar de consignas || Adapta ante fatiga, dolor declarado o material no disponible",Vídeo o registro de sesión completa,Objetivo cumplido sin incidentes ni improvisación insegura,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-MUS-001,TSAF,14,1_fundamentos,Actividades con soporte musical,1149,Actividades básicas de acondicionamiento físico con soporte musical,"Comprender ritmo, frase musical y estructura de sesión","Relaciona música, bloques, intensidad, pasos y seguridad.",1,sí,no,18,TSAF-BAS-003|TSAF-BAS-004,"Cuenta tiempos y frases musicales || Diseña calentamiento, bloque principal y vuelta a la calma || Controla intensidad y transiciones",Guion musical y vídeo de 10 minutos,Ritmo y transiciones coherentes,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-MUS-002,TSAF,15,2_aplicacion,Actividades con soporte musical,1149|1150,Actividades básicas y especializadas con soporte musical,Diseñar coreografías por niveles,"Construye secuencias progresivas, simétricas y adaptables a diferentes competencias motrices.",2,sí,no,24,TSAF-MUS-001|TSAF-FIT-001,"La secuencia puede enseñarse por capas || Incluye opciones de menor y mayor impacto || Mantiene seguridad, intensidad y orientación espacial",Coreografía de 15 minutos con progresiones,Participante novel puede seguir la versión básica,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-MUS-003,TSAF,16,2_aplicacion,Actividades con soporte musical,1150,Actividades especializadas de acondicionamiento físico con soporte musical,Dirigir una clase grupal especializada,"Gestiona voz, demostración, motivación, posicionamiento, seguridad y control del grupo.",2,sí,no,20,TSAF-MUS-002|TSAF-BAS-004,Da consignas anticipadas y visibles || Controla al grupo y corrige sin detener innecesariamente || Adapta intensidad y observa signos de fatiga,Vídeo de clase de 20 minutos,"Clase fluida, segura y comprensible",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-AQU-001,TSAF,17,1_fundamentos,Acondicionamiento acuático,1151,Acondicionamiento físico en el agua,Aplicar propiedades del medio acuático al ejercicio,"Comprende flotación, resistencia, profundidad, temperatura y seguridad de instalación.",1,sí,no,16,TSAF-BAS-003|TSAF-AUX-001,Relaciona propiedades del agua con carga y estabilidad || Selecciona profundidad y material adecuados || Identifica riesgos y protocolo de instalación,Ficha técnica de 12 ejercicios acuáticos,Ejercicios y condiciones coherentes,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-AQU-002,TSAF,18,2_aplicacion,Acondicionamiento acuático,1151,Acondicionamiento físico en el agua,Programar y dirigir una sesión acuática,"Diseña una sesión con objetivos, intensidad, material, transiciones y adaptaciones.",2,sí,no,24,TSAF-AQU-001|TSAF-VAL-001,"Programa calentamiento, trabajo y vuelta a la calma || Adapta ejercicios a nivel y confianza acuática || Mantiene control visual y seguridad",Sesión acuática documentada y simulada,Objetivo e intensidad coherentes y protocolo completo,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-HID-001,TSAF,19,2_aplicacion,Hidrocinesia,1152,Técnicas de hidrocinesia,Diseñar actividades de movilidad y bienestar en agua,Aplica técnicas de hidrocinesia dentro del protocolo y límites profesionales.,2,sí,no,22,TSAF-AQU-001|TSAF-BAS-005,Selecciona tareas de movilidad y relajación adecuadas || Evita afirmaciones terapéuticas no respaldadas || Define criterios de seguridad y derivación,Programa de 4 sesiones para caso ficticio,Objetivos funcionales y límites expresados,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-POS-001,TSAF,20,2_aplicacion,Control postural,1153,"Control postural, bienestar y mantenimiento funcional",Analizar patrones posturales y funcionales sin diagnosticar,"Observa ejecución, movilidad y control y propone trabajo general o derivación.",2,sí,no,18,TSAF-BAS-002|TSAF-VAL-001,"Describe observaciones sin emitir diagnóstico || Relaciona tarea, carga y control motor || Deriva ante dolor o signos fuera de competencia",Informe funcional con lenguaje prudente,Sin diagnósticos y con decisiones justificadas,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-POS-002,TSAF,21,2_aplicacion,Control postural,1153,"Control postural, bienestar y mantenimiento funcional","Programar movilidad, estabilidad y mantenimiento funcional","Diseña sesiones orientadas a autonomía, control y adherencia.",2,sí,no,24,TSAF-POS-001|TSAF-FIT-002,Prioriza tareas según necesidad funcional || Incluye progresiones y criterios de parada || Evalúa adherencia y evolución,Programa de 6 semanas con sesiones y registro,"Coherencia entre observación, objetivo y progresión",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-ESP-001,TSAF,22,2_aplicacion,Poblaciones y adaptación,1153,"Control postural, bienestar y mantenimiento funcional",Adaptar actividad a personas mayores y colectivos diversos,"Ajusta comunicación, entorno, dosis y ejercicios a capacidad, objetivos y accesibilidad.",2,sí,no,20,TSAF-VAL-001|TSAF-FIT-001|TSAF-BAS-005,Identifica barreras y apoyos necesarios || Propone regresiones y control de fatiga || Mantiene participación y dignidad de la persona,Sesión adaptada para dos perfiles ficticios,Adaptaciones concretas y seguras,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-SOC-001,TSAF,23,2_aplicacion,Habilidades sociales,0017,Habilidades sociales,"Gestionar comunicación, motivación y conflictos","Escucha, establece límites, da feedback y maneja incidencias con usuarios o equipos.",2,sí,no,18,TSAF-BAS-004,Realiza escucha activa y reformulación || Da feedback específico sin descalificar || Propone una respuesta profesional a conflicto o queja,Role-play documentado de tres situaciones,"Respuestas claras, respetuosas y orientadas a solución",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-GES-001,TSAF,24,2_aplicacion,Gestión de servicios,1148|0017,Fitness en sala y habilidades sociales,"Organizar recursos, calidad y seguridad de una instalación","Revisa equipamiento, accesibilidad, mantenimiento, aforo, incidencias y calidad del servicio.",2,sí,no,18,TSAF-AUX-001|TSAF-ESP-001,Completa inspección de seguridad y accesibilidad || Define procedimiento de incidencia y mantenimiento || Propone indicadores de calidad y satisfacción,Auditoría de instalación real o simulada,Riesgos críticos identificados y plan de acción,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-GES-002,TSAF,25,3_empleabilidad,Eventos y promoción,PROY,Proyecto intermodular,Diseñar y ejecutar un evento de actividad física,"Define objetivo, público, programa, recursos, permisos, seguridad, comunicación y evaluación.",3,sí,no,26,TSAF-GES-001|TSAF-SOC-001,"Cronograma, roles y recursos están definidos || Existe plan de seguridad y contingencia || Se mide participación, satisfacción y resultados",Dossier completo de evento,"Plan viable, seguro y evaluable",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-DIG-001,TSAF,26,2_aplicacion,Digitalización,1665,Digitalización aplicada a los sectores productivos,Usar tecnología y datos en seguimiento sin invadir privacidad,"Selecciona apps, wearables y software, interpreta limitaciones y protege información.",2,sí,no,14,TSAF-BAS-001|TSAF-VAL-003,"Diferencia dato medido, estimado e inferido || Configura privacidad y minimización de datos || Justifica herramienta según objetivo y usuario",Comparativa de dos herramientas con protocolo de uso,"Incluye límites, privacidad y decisión razonada",formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
TSAF-SUS-001,TSAF,27,2_aplicacion,Sostenibilidad,1708,Sostenibilidad aplicada al sistema productivo,Aplicar sostenibilidad a servicios deportivos,"Reduce consumos, residuos, barreras y desplazamientos y mejora mantenimiento y acceso.",1,sí,no,8,,Identifica impactos de una instalación o evento || Propone tres medidas medibles || Incluye impacto social y accesibilidad,Plan de mejora sostenible,Tres acciones con indicador y responsable,formación|proyecto|empleo|oportunidad,https://www.juntadeandalucia.es/educacion/portals/web/formacion-profesional-andaluza/cf-grado-superior-detalle-titulo?backURL=%2Feducacion%2Fportales%2Fweb%2Fformacion-profesional-andaluza%2Fgrado-superior-catalogo-de-titulos&idTitulo=2491,https://www.juntadeandalucia.es/boja/2018/144/25,criterio_operativo_AL_LIO_alineado_al_modulo,2026-08-04
